source_dataset,L_null,L_basis,L_detector,L_basis_detector,basis_utility,detector_utility,CDU,Raw_VUS,detector
SVDB,0.24134051440331417,0.21203335442809823,0.23918114933140203,0.21304855509618548,0.02930715997521592,0.0021593650719121,-0.0010152006680872834,0.08022816489255062,TranAD
SWaT,0.5695013226659786,0.8095299149614791,0.5185105338312873,0.7573589843267481,-0.2400285922955004,0.0509907888346913,0.0521709306347309,0.530117998942596,TranAD
Stock,0.417131156077293,0.3639863006648232,0.4170364586341694,0.3727286651376287,0.053144855412469785,9.469744312364995e-05,-0.0087423644728055,0.8262494043612683,TranAD
TAO,0.5535625392673225,0.5136042109103988,0.5765184331739754,0.5521967756125732,0.0399583283569237,-0.02295589390665295,-0.03859256470217445,0.9345607170130519,TranAD
TODS,0.34089188089259115,0.3494683816078803,0.3502901096581069,0.3566194824863933,-0.008576500715289138,-0.009398228765515809,-0.00715110087851303,0.4660535761232285,TranAD
UCR,0.11965481163837996,0.12118827879405407,0.12063526300011512,0.12228015823630749,-0.0015334671556741313,-0.0009804513617351627,-0.0010918794422534357,0.019156602816606246,TranAD
WSD,0.11652476930139795,0.11569967076211748,0.1163616571408707,0.11652466562400252,0.00082509853928046,0.00016311216052721504,-0.00082499486188504,0.11917358905413741,TranAD
YAHOO,0.1357516306585992,0.13053893441590425,0.13295956575045326,0.12764110425007008,0.005212696242694886,0.0027920649081459195,0.00289783016583415,0.21270313796567833,TranAD
CATSv2,0.2858020924202719,0.297887201276486,0.2855953687505553,0.2977631857783537,-0.0120851088562141,0.0002067236697165,0.0001240154981322,0.103942533796143,TimesNet
Daphnet,0.3254223915528967,0.2368700903937531,0.3101658502280711,0.2367046718356466,0.0885523011591436,0.0152565413248255,0.0001654185581064,0.3994985892769419,TimesNet
Exathlon,0.5235995378389589,0.43366213844939877,0.5062507992523054,0.4335338430394909,0.08993739938956005,0.017348738586653402,0.00012829540990789233,0.5225787503024469,TimesNet
