source_dataset,L_null,L_basis,L_detector,L_basis_detector,basis_utility,detector_utility,CDU,Raw_VUS,detector
Daphnet,0.3254223915528967,0.2368700903937531,0.3058161578130234,0.2342225023824811,0.0885523011591436,0.0196062337398733,0.0026475880112719,0.4109126629939764,FITS
Exathlon,0.5235995378389589,0.43366213844939877,0.500731889754274,0.43015166707140734,0.08993739938956005,0.022867648084684875,0.0035104713779913867,0.5378712632606778,FITS
IOPS,0.15479102249458004,0.14680233978912313,0.15296810235871133,0.14620198054830327,0.007988682705456907,0.0018229201358686531,0.0006003592408198112,0.1492486418895891,FITS
LTDB,0.8720556920927158,0.8277857431274924,0.8720282281383831,0.829015815387493,0.04426994896522349,2.7463954332737324e-05,-0.001230072260000636,0.31538123540227603,FITS
MGAB,0.10379637692907713,0.09814965849320105,0.10400281191601382,0.0977766717997416,0.005646718435876013,-0.00020643498693668897,0.0003729866934593625,0.0059279917778002,FITS
MITDB,0.2799692305476572,0.28074051205083167,0.2803862042927911,0.2802540159740768,-0.0007712815031744574,-0.0004169737451339335,0.00048649607675485713,0.07919008566360718,FITS
MSL,0.35306260934966177,0.32341904528105864,0.3420291294813479,0.32190972105436977,0.02964356406860314,0.011033479868313814,0.0015093242266888145,0.32650089095448326,FITS
NAB,0.5109301265016868,0.49567876044141895,0.506180157121306,0.4962251185017416,0.015251366060267817,0.004749969380380691,-0.0005463580603226791,0.22707418954407466,FITS
NEK,0.4180551094165658,0.34893343626830126,0.3972166312699501,0.3457621390808899,0.06912167314826453,0.020838478146615665,0.0031712971874113126,0.5316985925620925,FITS
OPPORTUNITY,0.34958301859767227,0.47357238256387457,0.37541227509298536,0.4808884751291269,-0.12398936396620222,-0.02582925649531303,-0.007316092565252312,0.055635100964499466,FITS
Power,0.4286798769583611,0.5020106680322937,0.4360533468552185,0.501566792975073,-0.0733307910739325,-0.0073734698968574,0.0004438750572206,0.0796761625348344,FITS
SED,0.25885176897902645,0.33325228185899936,0.2624178241386004,0.33104320601739956,-0.0744005128799729,-0.0035660551595739,0.00220907584159975,0.0631328109777818,FITS
SMAP,0.21089900810982376,0.18744917856369883,0.20512156779705498,0.1863651630148441,0.02344982954612493,0.005777440312768765,0.001084015548854693,0.3923299842207499,FITS
SMD,0.18012864641461732,0.15902704174505083,0.17409366827263326,0.15833089262013908,0.021101604669566423,0.006034978141984,0.000696149124911697,0.5126773114940238,FITS
SVDB,0.24134051440331417,0.21203335442809823,0.2369533446145451,0.21121227670734855,0.02930715997521592,0.004387169788769011,0.0008210777207496172,0.0943513835267798,FITS
SWaT,0.5695013226659786,0.8095299149614791,0.6280034787306418,0.8276242573336836,-0.2400285922955004,-0.0585021560646631,-0.0180943423722045,0.1034433878245905,FITS
Stock,0.417131156077293,0.3639863006648232,0.4202961220775854,0.36523803319123005,0.053144855412469785,-0.0031649660002923373,-0.0012517325264068625,0.7598227945449927,FITS
TAO,0.5535625392673225,0.5136042109103988,0.5589843196546543,0.5157807618587531,0.0399583283569237,-0.00542178038733185,-0.00217655094835435,0.9068894741435309,FITS
TODS,0.34089188089259115,0.3494683816078803,0.34028414175626115,0.3480571280692527,-0.008576500715289138,0.00060773913633,0.0014112535386275307,0.5993162454825042,FITS
UCR,0.11965481163837996,0.12118827879405407,0.11983475969767353,0.12076304375939423,-0.0015334671556741313,-0.0001799480592936009,0.00042523503465977976,0.0257302927206701,FITS
WSD,0.11652476930139795,0.11569967076211748,0.11579748498839111,0.11474998402843832,0.00082509853928046,0.0007272843130067896,0.000949686733679087,0.09540086352814282,FITS
YAHOO,0.1357516306585992,0.13053893441590425,0.1351325139141201,0.13059850310012172,0.005212696242694886,0.0006191167444790871,-5.956868421751263e-05,0.19385523570894966,FITS
CATSv2,0.2858020924202719,0.297887201276486,0.2852203060457815,0.296725084574876,-0.0120851088562141,0.0005817863744903,0.0011621167016099,0.058371317281501,AnomalyTransformer
Daphnet,0.3254223915528967,0.2368700903937531,0.3261471276790488,0.2364984882812945,0.0885523011591436,-0.0007247361261521,0.0003716021124585,0.0686876735956535,AnomalyTransformer
Exathlon,0.5235995378389589,0.43366213844939877,0.519193120605432,0.4289622369608527,0.08993739938956005,0.004406417233526877,0.004699901488546047,0.12575074589415328,AnomalyTransformer
IOPS,0.15479102249458004,0.14680233978912313,0.1544857442466991,0.14698704495527276,0.007988682705456907,0.0003052782478808782,-0.00018470516614970666,0.05581327376487593,AnomalyTransformer
LTDB,0.8720556920927158,0.8277857431274924,0.8729217089767298,0.8279003305809952,0.04426994896522349,-0.0008660168840139374,-0.00011458745350281254,0.26330935714654435,AnomalyTransformer
MGAB,0.10379637692907713,0.09814965849320105,0.10349113579150862,0.09805426678307426,0.005646718435876013,0.0003052411375684,9.539171012673774e-05,0.004470210649918925,AnomalyTransformer
MITDB,0.2799692305476572,0.28074051205083167,0.28248681070652765,0.284696640728591,-0.0007712815031744574,-0.0025175801588704287,-0.003956128677759357,0.07898025606859074,AnomalyTransformer
MSL,0.35306260934966177,0.32341904528105864,0.352874447347111,0.3231576422026271,0.02964356406860314,0.0001881620025507,0.00026140307843146353,0.11644380257324514,AnomalyTransformer
NAB,0.5109301265016868,0.49567876044141895,0.5123358623196416,0.4964904177721435,0.015251366060267817,-0.0014057358179547078,-0.0008116573307245044,0.13690565526158371,AnomalyTransformer
NEK,0.4180551094165658,0.34893343626830126,0.419594932759306,0.3498967096881044,0.06912167314826453,-0.0015398233427401627,-0.0009632734198031626,0.17293652435273962,AnomalyTransformer
OPPORTUNITY,0.34958301859767227,0.47357238256387457,0.3504122993237737,0.4759866130853739,-0.12398936396620222,-0.0008292807261014036,-0.002414230521499324,0.09138880026751571,AnomalyTransformer
Power,0.4286798769583611,0.5020106680322937,0.4278078563014511,0.5002579361077113,-0.0733307910739325,0.0008720206569099,0.0017527319245823,0.0861151772411347,AnomalyTransformer
SED,0.25885176897902645,0.33325228185899936,0.2557336569656725,0.32860044524598997,-0.0744005128799729,0.0031181120133538997,0.0046518366130094,0.06964141310103725,AnomalyTransformer
SMAP,0.21089900810982376,0.18744917856369883,0.20958484762946838,0.18637610080013686,0.02344982954612493,0.0013141604803553293,0.0010730777635619357,0.04290737912921155,AnomalyTransformer
SMD,0.18012864641461732,0.15902704174505083,0.18064507889411408,0.15732121773399652,0.021101604669566423,-0.0005164324794967981,0.00170582401105424,0.12122647770874925,AnomalyTransformer
SVDB,0.24134051440331417,0.21203335442809823,0.2419815413842047,0.21259499123544912,0.02930715997521592,-0.0006410269808905024,-0.0005616368073509161,0.06671566664434517,AnomalyTransformer
SWaT,0.5695013226659786,0.8095299149614791,0.5625557303644245,0.799844641744653,-0.2400285922955004,0.0069455923015541,0.0096852732168261,0.1109473221317438,AnomalyTransformer
Stock,0.417131156077293,0.3639863006648232,0.417198105749538,0.3656049499475736,0.053144855412469785,-6.694967224495001e-05,-0.0016186492827503876,0.7458412059517936,AnomalyTransformer
TAO,0.5535625392673225,0.5136042109103988,0.5542439548074709,0.5153666917354018,0.0399583283569237,-0.0006814155401484001,-0.0017624808250031,0.9028774719155659,AnomalyTransformer
TODS,0.34089188089259115,0.3494683816078803,0.3414257103424514,0.35134446098210625,-0.008576500715289138,-0.000533829449860277,-0.0018760793742260075,0.47693009384666385,AnomalyTransformer
UCR,0.11965481163837996,0.12118827879405407,0.11983840693117756,0.12167707107490419,-0.0015334671556741313,-0.00018359529279765347,-0.0004887922808501689,0.019835526530318743,AnomalyTransformer
WSD,0.11652476930139795,0.11569967076211748,0.11634710565238127,0.11533414164884763,0.00082509853928046,0.00017766364901662847,0.0003655291132697812,0.022175502912856533,AnomalyTransformer
YAHOO,0.1357516306585992,0.13053893441590425,0.13586412276952287,0.13083446345252972,0.005212696242694886,-0.00011249211092373806,-0.0002955290366254967,0.060020093927041676,AnomalyTransformer
